Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,Año_colision,mes_colision,OperadOR Militar,OperadOR no Militar,crashed,failure,weather,other,nuevo_id
"Samara, Russia",UTAir Airlines,Tuolev 134AK,57,50,7,6,6,0,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The accident can be blamed on both the controller, who did not inform the pilot about the reduced visibility in time due to organizational problems, and on the pilot, who did not give the dispatcher the correct information about his landing trajectory and, consequently, did not decide to stop the landing procedure and try to take another approach at the time he should have done so.",2007,3,0,1,0,0,0,1,365
"Mogadishu, Somalia",Transaviaexport Airlines,Ilushin Il-76TD,11,5,6,11,5,6,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu.",2007,3,0,1,1,0,0,0,364
"Near Kopinang, Guyana",Air Services,Pilatus Britten Norman BN-2A-27 Islander,5,4,1,3,2,1,0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.,2007,4,0,1,1,0,1,0,363
"Shatoi, Chechnya",Military - Russian,Mi 8,18,15,3,18,15,3,0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.,2007,4,1,0,0,0,0,1,362
"Near Dizangue, Cameroon",Kenya Airways,Boeing B-737-8AL,114,105,9,114,105,9,0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old.  After take off, the plane was banking right and the pilot did not notice the inclination, but when he did, he banked the craft further right. The pilot released the flight controls for nearly one minute without engaging the auto pilot, which could have corrected the banking angle, then at 34 degrees. However, his intervention worsened the tilt. The captain grabed the controls, appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees. When the bank angle increased to 70 degrees, the captain stated ""we are crashing."" The first officer told him to level the aircraft, but quickly corrected himself and said ""left, left, left captain. The aircraft  then plunged nose down into a mangrove swamp.",2007,5,0,1,1,0,1,0,361
"Near El-Thamad, Egypt",Military - French Air Force,de Havilland Canada DHC-6 Twin Otter,9,5,4,9,5,4,0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers.",2007,5,1,0,0,0,0,1,360
"Walikale Airstrip, Congo",Safe Air Complany,Let 410UVP,3,1,2,3,1,2,0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.,2007,5,0,1,1,0,0,0,359
"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,20,17,3,13,10,3,0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.,2007,5,1,0,1,0,0,0,358
"Freetown, Sierra Leone",Paramount Airlilnes,Mi-8,22,20,2,21,20,1,0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.,2007,6,0,1,1,0,0,0,357
"Near Milwaukee, Wisconson",University of Michigan Health System,Cessna 550 Citation II,6,4,2,6,4,2,0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident. The pilot's mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane. The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem. By allowing their airplane's speed to increase while engaging in poorly coordinated troubleshooting efforts, the pilots allowed and abnormal situation to escalate to an emergency.",2007,6,0,1,1,0,0,0,356
"Selenge province, Mongolia",Mongolian Defense Ministry,Mi-8,22,19,3,15,12,3,0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet.",2007,6,0,1,1,0,0,0,355
"Near Kamina, Congo",Karibu Airways,Let 410UVP,25,22,3,1,1,0,0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the Democratic Republic of Congo was killed.,2007,6,0,1,1,0,0,0,354
"Near Sihanoukville, Cambodia",PMT Air,Antonov AN-24V,22,16,6,22,16,6,0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville.",2007,6,0,1,1,0,0,0,353
"M'Banza Congo, Angola",TAAG Angola Airlines,Boeing 737-2M2,78,69,9,5,4,1,0,"The crew undershot the runway and blew two tires on landing, causing the landing gear to collapse and one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.",2007,6,0,1,1,0,0,0,352
"Culiacan, Mexico",Jett Paqueteria SA,North American CT-39A Sabreline,3,0,3,3,0,3,6,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building.",2007,7,0,1,0,0,0,1,351
"Muncho Lake, British Columbia, Canada",Liard Air,de Havilland DHC-6 Twim Otter 100,5,3,2,1,1,0,0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.,2007,7,0,1,1,0,0,0,350
"Sao Paulo, Brazil",TAM (Brazil),Airbus A-320-233,187,181,6,187,181,6,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet.",2007,7,0,1,1,0,0,0,349
"Near Shinile, Ethiopia",Djibouti Airlines,Antonov AN-26V,9,3,6,1,1,0,0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.,2007,7,0,1,1,0,0,0,348
"Rudyerd Bay, Alaska",Taquan Air Service,de Havilland DHC-2 MK.1 Beaver,5,4,1,5,4,1,0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",2007,7,0,1,1,0,1,0,347
"Moscow, Russia",Atran,Antonov AN-12BP,9,0,9,9,0,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",2007,7,0,1,1,0,0,0,346
"Off Moorea, French Polynesia",Air Moorea,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,20,19,1,0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.,2007,8,0,1,1,0,0,0,345
"Near Ketchikan, Alaska",SeaWind Aviation,de Havilland Canada DHC-2 Beaver,10,9,1,6,6,0,0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",2007,8,0,1,1,0,0,0,344
"Okinawa, Japan",China Airlines,Boeing 737-809,165,157,8,0,0,0,0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place.",2007,8,0,1,0,1,0,0,343
